"","Treatment","value","test","site"
"27241","Crop Fields",0.484954072295405,"Network-Level Specialization (H'2)","gut"
"27242","Crop Fields",0.507336471011776,"Network-Level Specialization (H'2)","gut"
"27243","Crop Fields",0.444081796774913,"Network-Level Specialization (H'2)","sme"
"27244","Crop Fields",0.31558527636743,"Network-Level Specialization (H'2)","sme"
"27245","Crop Fields",0.360028322341709,"Network-Level Specialization (H'2)","smi"
"27246","Crop Fields",0.37192392753484,"Network-Level Specialization (H'2)","smi"
"27247","Crop Fields",0.626236514760476,"Network-Level Specialization (H'2)","sto"
"27248","Crop Fields",0.364488605129214,"Network-Level Specialization (H'2)","sto"
"27249","Crop Fields",0.637744375108174,"Network-Level Specialization (H'2)","who"
"27250","Crop Fields",0.455143834531987,"Network-Level Specialization (H'2)","who"
"27251","Crop Fields",0.446261694944674,"Network-Level Specialization (H'2)","gut"
"27252","Crop Fields",0.336819165280812,"Network-Level Specialization (H'2)","gut"
"27253","Crop Fields",0.468660690418822,"Network-Level Specialization (H'2)","sme"
"27254","Crop Fields",0.367015712334233,"Network-Level Specialization (H'2)","sme"
"27255","Crop Fields",0.529743889003349,"Network-Level Specialization (H'2)","smi"
"27256","Crop Fields",0.512394151086069,"Network-Level Specialization (H'2)","smi"
"27257","Crop Fields",0.438649440270907,"Network-Level Specialization (H'2)","sto"
"27258","Crop Fields",0.614829849436439,"Network-Level Specialization (H'2)","sto"
"27259","Crop Fields",0.41871738164344,"Network-Level Specialization (H'2)","who"
"27260","Crop Fields",0.407054613198404,"Network-Level Specialization (H'2)","who"
"27261","Crop Fields",0.458774604740788,"Network-Level Specialization (H'2)","gut"
"27262","Crop Fields",1,"Network-Level Specialization (H'2)","gut"
"27263","Crop Fields",0.578094172680385,"Network-Level Specialization (H'2)","sme"
"27264","Crop Fields",0.396057900436688,"Network-Level Specialization (H'2)","sme"
"27265","Crop Fields",1,"Network-Level Specialization (H'2)","smi"
"27266","Crop Fields",0.287462937565666,"Network-Level Specialization (H'2)","smi"
"27267","Crop Fields",0.323734908533268,"Network-Level Specialization (H'2)","sto"
"27268","Crop Fields",0.47408463864942,"Network-Level Specialization (H'2)","sto"
"27269","Crop Fields",0.320751208363708,"Network-Level Specialization (H'2)","who"
"27270","Crop Fields",0.75,"Network-Level Specialization (H'2)","who"
"27271","Crop Fields",0.314959835928678,"Network-Level Specialization (H'2)","gut"
"27272","Crop Fields",0.403119975653795,"Network-Level Specialization (H'2)","gut"
"27273","Crop Fields",0.500000000000001,"Network-Level Specialization (H'2)","sme"
"27274","Crop Fields",0.35741635611721,"Network-Level Specialization (H'2)","sme"
"27275","Crop Fields",0.334331741229844,"Network-Level Specialization (H'2)","smi"
"27276","Crop Fields",0.327775479579863,"Network-Level Specialization (H'2)","smi"
"27277","Crop Fields",0.296149279712096,"Network-Level Specialization (H'2)","sto"
"27278","Crop Fields",0.30490599395312,"Network-Level Specialization (H'2)","sto"
"27279","Crop Fields",0.262312566632345,"Network-Level Specialization (H'2)","who"
"27280","Crop Fields",0.5,"Network-Level Specialization (H'2)","who"
"27281","Crop Fields",0.307781619557682,"Network-Level Specialization (H'2)","gut"
"27282","Crop Fields",0.357942564010524,"Network-Level Specialization (H'2)","gut"
"27283","Crop Fields",0.415777034646401,"Network-Level Specialization (H'2)","sme"
"27284","Crop Fields",0.359960531669666,"Network-Level Specialization (H'2)","sme"
"27285","Crop Fields",0.48119348436345,"Network-Level Specialization (H'2)","smi"
"27286","Crop Fields",0.270955570014248,"Network-Level Specialization (H'2)","smi"
"27287","Crop Fields",0.259406869912229,"Network-Level Specialization (H'2)","sto"
"27288","Crop Fields",0.4568662769318,"Network-Level Specialization (H'2)","sto"
"27289","Crop Fields",0.456887652641058,"Network-Level Specialization (H'2)","who"
"27290","Crop Fields",0.232329445939453,"Network-Level Specialization (H'2)","who"
"27291","Crop Fields",0.553534750202479,"Network-Level Specialization (H'2)","gut"
"27292","Crop Fields",0.367220256417778,"Network-Level Specialization (H'2)","gut"
"27293","Crop Fields",0.283139915021285,"Network-Level Specialization (H'2)","sme"
"27294","Crop Fields",0.275152958746137,"Network-Level Specialization (H'2)","sme"
"27295","Crop Fields",0.405780593769164,"Network-Level Specialization (H'2)","smi"
"27296","Crop Fields",0.22844382632053,"Network-Level Specialization (H'2)","smi"
"27297","Crop Fields",0.337784767034927,"Network-Level Specialization (H'2)","sto"
"27298","Crop Fields",0.30997233462151,"Network-Level Specialization (H'2)","sto"
"27299","Crop Fields",0.496331076111178,"Network-Level Specialization (H'2)","who"
"27300","Crop Fields",0.244443967330687,"Network-Level Specialization (H'2)","who"
"27301","Crop Fields",0.299010788191619,"Network-Level Specialization (H'2)","gut"
"27302","Crop Fields",0.477308115814833,"Network-Level Specialization (H'2)","gut"
"27303","Crop Fields",0.416279204931554,"Network-Level Specialization (H'2)","sme"
"27304","Crop Fields",0.470407912181294,"Network-Level Specialization (H'2)","sme"
"27305","Crop Fields",0.478027899972566,"Network-Level Specialization (H'2)","smi"
"27306","Crop Fields",0.359316901987728,"Network-Level Specialization (H'2)","smi"
"27307","Crop Fields",0.45016687789264,"Network-Level Specialization (H'2)","sto"
"27308","Crop Fields",0.727272727272728,"Network-Level Specialization (H'2)","sto"
"27309","Crop Fields",0.396575195751739,"Network-Level Specialization (H'2)","who"
"27310","Crop Fields",0.266516825079212,"Network-Level Specialization (H'2)","who"
"27311","Crop Fields",0.369986246103957,"Network-Level Specialization (H'2)","gut"
"27312","Crop Fields",1,"Network-Level Specialization (H'2)","gut"
"27313","Crop Fields",0.409563716691591,"Network-Level Specialization (H'2)","sme"
"27314","Crop Fields",0,"Network-Level Specialization (H'2)","sme"
"27315","Crop Fields",0.538504218933105,"Network-Level Specialization (H'2)","smi"
"27316","Crop Fields",0.413587922729812,"Network-Level Specialization (H'2)","smi"
"27317","Crop Fields",0.313605274787529,"Network-Level Specialization (H'2)","sto"
"27318","Crop Fields",0.345248014780785,"Network-Level Specialization (H'2)","sto"
"27319","Crop Fields",1,"Network-Level Specialization (H'2)","who"
"27320","Crop Fields",0.351803838478182,"Network-Level Specialization (H'2)","who"
"27321","Crop Fields",0.403723915328578,"Network-Level Specialization (H'2)","gut"
"27322","Crop Fields",0.35933898379918,"Network-Level Specialization (H'2)","gut"
"27323","Crop Fields",0.366992339966525,"Network-Level Specialization (H'2)","sme"
"27324","Crop Fields",0.666666666666667,"Network-Level Specialization (H'2)","sme"
"27325","Crop Fields",NA,"Network-Level Specialization (H'2)","smi"
"27326","Crop Fields",0.433731913705039,"Network-Level Specialization (H'2)","smi"
"27327","Crop Fields",0.238426716773456,"Network-Level Specialization (H'2)","sto"
"27328","Crop Fields",0.666666666666667,"Network-Level Specialization (H'2)","sto"
"27329","Crop Fields",0.338462073356006,"Network-Level Specialization (H'2)","who"
"27330","Crop Fields",0.471151942749059,"Network-Level Specialization (H'2)","who"
"27331","Crop Fields",0.578401318696882,"Network-Level Specialization (H'2)","gut"
"27332","Crop Fields",0.248643885472833,"Network-Level Specialization (H'2)","gut"
"27333","Crop Fields",0.31715687530975,"Network-Level Specialization (H'2)","sme"
"27334","Crop Fields",0.568435222227919,"Network-Level Specialization (H'2)","sme"
"27335","Crop Fields",0.328230272638764,"Network-Level Specialization (H'2)","smi"
"27336","Crop Fields",0.383590313042975,"Network-Level Specialization (H'2)","smi"
"27337","Crop Fields",0.309449642197633,"Network-Level Specialization (H'2)","sto"
"27338","Crop Fields",0.371187717696081,"Network-Level Specialization (H'2)","sto"
"27339","Crop Fields",0.24297861551061,"Network-Level Specialization (H'2)","who"
"27340","Crop Fields",0.402948050916239,"Network-Level Specialization (H'2)","who"
"27341","Crop Fields",0.333345421994141,"Network-Level Specialization (H'2)","gut"
"27342","Crop Fields",0.457806777664216,"Network-Level Specialization (H'2)","gut"
"27343","Crop Fields",0.592163821931731,"Network-Level Specialization (H'2)","sme"
"27344","Crop Fields",0.531736183449824,"Network-Level Specialization (H'2)","sme"
"27345","Crop Fields",0.214457331307651,"Network-Level Specialization (H'2)","smi"
"27346","Crop Fields",0.381427213346034,"Network-Level Specialization (H'2)","smi"
"27347","Crop Fields",0.277242699249124,"Network-Level Specialization (H'2)","sto"
"27348","Crop Fields",0.726196870566096,"Network-Level Specialization (H'2)","sto"
"27349","Crop Fields",0.403209549579693,"Network-Level Specialization (H'2)","who"
"27350","Crop Fields",0.366002532243405,"Network-Level Specialization (H'2)","who"
"27351","Crop Fields",0.260582529983118,"Network-Level Specialization (H'2)","gut"
"27352","Crop Fields",0.303206372996308,"Network-Level Specialization (H'2)","gut"
"27353","Crop Fields",0.503233664768306,"Network-Level Specialization (H'2)","sme"
"27354","Crop Fields",0.199921853684522,"Network-Level Specialization (H'2)","sme"
"27355","Crop Fields",0.486382639009082,"Network-Level Specialization (H'2)","smi"
"27356","Crop Fields",0.228443826320529,"Network-Level Specialization (H'2)","smi"
"27357","Crop Fields",0.271096611167892,"Network-Level Specialization (H'2)","sto"
"27358","Crop Fields",0.274188539533486,"Network-Level Specialization (H'2)","sto"
"27359","Crop Fields",0.28319004736978,"Network-Level Specialization (H'2)","who"
"27360","Crop Fields",0.816185700761338,"Network-Level Specialization (H'2)","who"
"27361","Crop Fields",0.329712814283552,"Network-Level Specialization (H'2)","gut"
"27362","Crop Fields",0.296081910965865,"Network-Level Specialization (H'2)","gut"
"27363","Crop Fields",0.391463102253873,"Network-Level Specialization (H'2)","sme"
"27364","Crop Fields",0.470725687717622,"Network-Level Specialization (H'2)","sme"
"27365","Crop Fields",0.327160459561905,"Network-Level Specialization (H'2)","smi"
"27366","Crop Fields",0,"Network-Level Specialization (H'2)","smi"
"27367","Crop Fields",0.476731120664666,"Network-Level Specialization (H'2)","sto"
"27368","Crop Fields",0.453587263070338,"Network-Level Specialization (H'2)","sto"
"27369","Crop Fields",0.383580343153305,"Network-Level Specialization (H'2)","who"
"27370","Crop Fields",0.324426043708871,"Network-Level Specialization (H'2)","who"
"27371","Crop Fields",0.314668521038413,"Network-Level Specialization (H'2)","gut"
"27372","Crop Fields",0.445928198621486,"Network-Level Specialization (H'2)","gut"
"27373","Crop Fields",0.449677410908646,"Network-Level Specialization (H'2)","sme"
"27374","Crop Fields",0.41562468414778,"Network-Level Specialization (H'2)","sme"
"27375","Crop Fields",0.256348875070162,"Network-Level Specialization (H'2)","smi"
"27376","Crop Fields",0.40701901811629,"Network-Level Specialization (H'2)","smi"
"27377","Crop Fields",0.373046073058794,"Network-Level Specialization (H'2)","sto"
"27378","Crop Fields",0.666666666666666,"Network-Level Specialization (H'2)","sto"
"27379","Crop Fields",0.456887652641057,"Network-Level Specialization (H'2)","who"
"27380","Crop Fields",0.692461855727742,"Network-Level Specialization (H'2)","who"
"27381","Crop Fields",NA,"Network-Level Specialization (H'2)","gut"
"27382","Crop Fields",0.409563716691591,"Network-Level Specialization (H'2)","gut"
"27383","Crop Fields",0.296081910965865,"Network-Level Specialization (H'2)","sme"
"27384","Crop Fields",0.37767586876334,"Network-Level Specialization (H'2)","sme"
"27385","Crop Fields",0.511054234616702,"Network-Level Specialization (H'2)","smi"
"27386","Crop Fields",0.278296907941852,"Network-Level Specialization (H'2)","smi"
"27387","Crop Fields",NA,"Network-Level Specialization (H'2)","sto"
"27388","Crop Fields",0.367822549578754,"Network-Level Specialization (H'2)","sto"
"27389","Crop Fields",0.194504873491308,"Network-Level Specialization (H'2)","who"
"27390","Crop Fields",0.313153884450891,"Network-Level Specialization (H'2)","who"
"27391","Crop Fields",0.307116658491301,"Network-Level Specialization (H'2)","gut"
"27392","Crop Fields",0.57391198862676,"Network-Level Specialization (H'2)","gut"
"27393","Crop Fields",0.253740202177944,"Network-Level Specialization (H'2)","sme"
"27394","Crop Fields",0.503384148814935,"Network-Level Specialization (H'2)","sme"
"27395","Crop Fields",0.166755282960134,"Network-Level Specialization (H'2)","smi"
"27396","Crop Fields",0.333884422341338,"Network-Level Specialization (H'2)","smi"
"27397","Crop Fields",1,"Network-Level Specialization (H'2)","sto"
"27398","Crop Fields",0.391980400270084,"Network-Level Specialization (H'2)","sto"
"27399","Crop Fields",0.409108581651822,"Network-Level Specialization (H'2)","who"
"27400","Crop Fields",0.301495337083816,"Network-Level Specialization (H'2)","who"
"27401","Crop Fields",0.403684452040164,"Network-Level Specialization (H'2)","gut"
"27402","Crop Fields",0.253652510176666,"Network-Level Specialization (H'2)","gut"
"27403","Crop Fields",0.522527381997223,"Network-Level Specialization (H'2)","sme"
"27404","Crop Fields",0.425531448646564,"Network-Level Specialization (H'2)","sme"
"27405","Crop Fields",1,"Network-Level Specialization (H'2)","smi"
"27406","Crop Fields",0.340800959856477,"Network-Level Specialization (H'2)","smi"
"27407","Crop Fields",0.154605914322691,"Network-Level Specialization (H'2)","sto"
"27408","Crop Fields",0.375174349696212,"Network-Level Specialization (H'2)","sto"
"27409","Crop Fields",0.283936518898976,"Network-Level Specialization (H'2)","who"
"27410","Crop Fields",0.309289320972506,"Network-Level Specialization (H'2)","who"
"27411","Crop Fields",0.5,"Network-Level Specialization (H'2)","gut"
"27412","Crop Fields",0.274717794093647,"Network-Level Specialization (H'2)","gut"
"27413","Crop Fields",0.499586497387196,"Network-Level Specialization (H'2)","sme"
"27414","Crop Fields",0.385778086839736,"Network-Level Specialization (H'2)","sme"
"27415","Crop Fields",0.449784383676095,"Network-Level Specialization (H'2)","smi"
"27416","Crop Fields",0.299655317957,"Network-Level Specialization (H'2)","smi"
"27417","Crop Fields",0.490572596237056,"Network-Level Specialization (H'2)","sto"
"27418","Crop Fields",0.34623092786387,"Network-Level Specialization (H'2)","sto"
"27419","Crop Fields",1,"Network-Level Specialization (H'2)","who"
